"astro-ph/0304346","Edo Berger","E. Berger (Caltech)","Radio Afterglows of Gamma-Ray Bursts: Unique Clues to the Energetics and
  Environments","6 pages, 4 figures. An invited talk, to appear in proceedings of the
  ""Gamma-Ray Bursts in the Afterglow Era: 3rd Workshop"", ASPCS, in press",,,,"astro-ph",,"  Radio observations of gamma-ray burst (GRB) afterglows provide both
complementary and unique diagnostics of the afterglow physics and environment
of the burst. Here we concentrate on three unique aspects of GRB energetics and
environments afforded by radio and submillimeter observations: the
non-relativistic evolution of the fireball, the density profile of the
circumburst medium, and the study of obscured star formation in GRB host
galaxies.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 16:32:36 GMT""}]","2007-05-23"
"astro-ph/0304347","Konstantin N. Borozdin","Vadim A. Arefiev (IKI RAN), William C. Priedhorsky (LANL), Konstantin
  N. Borozdin (LANL)","Fast X-ray Transients and Their Connection to Gamma-Ray Bursts","36 pages, 8 figures","Astrophys.J. 586 (2003) 1238-1249","10.1086/367761","LA-UR-00-2268","astro-ph",,"  Fast X-ray transients (FXTs) with timescales from seconds to hours have been
seen by numerous space instruments. We have assembled archival data from
Ariel-5, HEAO-1 (A-1 and A-2), WATCH, ROSAT, and Einstein to produce a global
fluence-frequency relationship for these events. Fitting the log N-log S
distribution over several orders of magnitude to simple power law we find a
slope of -1.0. The sources of FXTs are undoubtedly heterogeneous, the -1 power
law is an approximate result of the summation of these multiple sources. Two
major contributions come from gamma-ray bursts and stellar flares.
Extrapolating from the BATSE catalog of GRBs, we find that the fraction of
X-ray flashes that can be the X-ray counterparts of gamma-ray bursts is a
function of fluence. Certainly most FXTs are not counterparts of standard
gamma-ray bursts. The fraction of FXTs from non-GRB sources, such as magnetic
stars, is greatest for the faintest FXTs. Our understanding of the FXT
phenomenon remains limited and would greatly benefit from a large, homogeneous
data set, which requires a wide-field, sensitive instrument.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 18:41:47 GMT""}]","2009-11-07"
"astro-ph/0304348","Aristotle Socrates","Omer Blaes and Aristotle Socrates","Local Radiative Hydrodynamic and Magnetohydrodynamic Instabilities in
  Optically Thick Media","55 pages, revised version accepted for publication by ApJ. New
  appendix added justifying WKB analysis","Astrophys.J. 596 (2003) 509-537","10.1086/377637",,"astro-ph",,"  We examine the local conditions for radiative damping and driving of short
wavelength, propagating hydrodynamic and magnetohydrodynamic (MHD) waves in
static, optically thick, stratified equilibria. We show that so-called strange
modes in stellar oscillation theory and magnetic photon bubbles are intimately
related and are both fundamentally driven by the background radiation flux
acting on compressible waves. We identify the necessary criteria for unstable
driving of these waves, and show that this driving can exist in both gas and
radiation pressure dominated media, as well as pure Thomson scattering media in
the MHD case. The equilibrium flux acting on opacity fluctuations can drive
both hydrodynamic acoustic waves and magnetosonic waves unstable. In addition,
magnetosonic waves can be driven unstable by a combination of the equilibrium
flux acting on density fluctuations and changes in the background radiation
pressure along fluid displacements. We briefly describe the conditions under
which these instabilities might be manifested in both main sequence stellar
envelopes and accretion disks.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 20:59:34 GMT""},{""version"":""v2"",""created"":""Fri, 20 Jun 2003 20:25:31 GMT""}]","2009-11-07"
"astro-ph/0304349","Martin Cohen","Martin Cohen, S. T. Megeath, Peter L. Hammersley, Fabiola Martin-Luis,
  John Stauffer","Spectral Irradiance Calibration in the Infrared. XIII. ""Supertemplates""
  and On-Orbit Calibrators for SIRTF's Infrared Array Camera (IRAC)","53 pages, Latex, AASTEX5 macros","Astron.J.125:2645-2663,2003","10.1086/374362",,"astro-ph",,"  We describe the technique used to develop on-orbit calibrators for IRAC and
validate the method for either K0-M0III or A0-A5V stars. For SIRTF, the
approach uses all available optical, NIR, and MIR photometry, and yields
absolute spectra from UV to MIR. One set of stars is from Landolt's network of
optical standards, the other from Carter-Meadows IR standards. Traceability to
the Cohen-Walker- Witteborn framework of absolute photometry and spectra is
assured. The method is based on using either ""supertemplates"" to represent the
intrinsic shapes of the spectra of K0-M0IIIs from 1150A to 35 um, or Kurucz
synthetic spectra for A0-5V stars. Each supertemplate/model is reddened
according to a star's extinction and normalized by characterized optical
photometry. This paper tests our ability to predict NIR (JHK) magnitudes from
supertemplates or models constrained by Hippa- rcos/Tycho or precision
ground-based optical data. We offer absolute calibrated spectra of 33 optical
standards to demonstrate the viability of this technique for a set of IR
calibrators 100-1000 times fainter than we have previously publ- ished. We
calculate the absolute uncertainties associated with predicting IRAC mags for
the faintest cool giant and hot dwarf in this new set of calibrators.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 23:11:02 GMT""}]","2008-11-26"
"astro-ph/0304350","Martin Cohen","Martin Cohen, Wm. A. Wheaton, S. T. Megeath","Spectral Irradiance Calibration in the Infrared. XIV: the Absolute
  Calibration of 2MASS","25 pages, Latex, AASTEX5 macros. Revised Table 2 includes updated
  estimates of some uncertainties","Astron.J. 126 (2003) 1090","10.1086/376474",,"astro-ph",,"  Element-by-element we have combined the optical components in the three 2MASS
cameras, and incorporated detector quantum efficiency curves and site-specific
atmospheric transmissions, to create three relative spectral response curves
(RSRs). We provide absolute 2MASS attributes associated with ""zero magnitude""
in the JHKs bands so that these RSRs may be used for synthetic photometry. The
RSRs tie 2MASS to the Cohen-Walker-Witteborn framework of absolute photometry
and spectra for the purpose of using 2MASS data to support the development of
absolute calibrators for IRAC and pairwise cross-calibrators between all three
SIRTF instruments. We examine the robustness of these RSRs to changes in water
vapor within a night. We compare the observed 2MASS magnitudes of 33 stars
(converted from the precision optical calibrators of Landolt and Carter-Meadows
into absolute infrared calibrators from 1.2-35 um with our predictions, thereby
deriving 2MASS ""zero point offsets"" from the ensemble. These offsets are the
final ingredients essential to merge 2MASS $JHK_{s}$ data with other absolutely
calibrated bands and stellar spectra, and to support the creation of faint
calibration stars for SIRTF.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 23:31:56 GMT""},{""version"":""v2"",""created"":""Mon, 5 May 2003 17:38:20 GMT""}]","2009-11-07"
"cond-mat/0304435","Antony Carrington","A. Carrington, P.J. Meeson, J.R. Cooper, L. Balicas, N.E. Hussey, E.A.
  Yelland, S. Lee, A. Yamamoto, S. Tajima, S.M. Kazakov and J. Karpinski","Determination of the Fermi Surface of MgB$_2$ by the de Haas-van Alphen
  effect","4 pages, 2 column with figures","Phys. Rev. Lett. 91, 037003 (2003).","10.1103/PhysRevLett.91.037003",,"cond-mat.supr-con",,"  We report measurements of the de Haas-van Alphen effect for single crystals
of MgB$_2$, in magnetic fields up to 32 Tesla. In contrast to our earlier work,
dHvA orbits from all four sheets of the Fermi surface were detected. Our
results are in good overall agreement with calculations of the electronic
structure and the electron-phonon mass enhancements of the various orbits, but
there are some small quantitative discrepancies. In particular, systematic
differences in the relative volumes of the Fermi surface sheets and the
magnitudes of the electron-phonon coupling constants could be large enough to
affect detailed calculations of T$_{c}$ and other superconducting properties.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 16:51:27 GMT""}]","2009-11-10"
"cond-mat/0304436","Prabhakar P. Singh","Prabhakar P. Singh","Carbon Doping in MgB_2 : Role of Boron and Carbon p_x(y) Bands","9 pages, 5 figures","Solid State Commun. 127, 271 (2003)","10.1016/S0038-1098(03)00426-5",,"cond-mat.supr-con cond-mat.mtrl-sci",,"  We have studied the changes in the electronic structure and the
superconducting transition temperature T_c of Mg(B_{1-x}C_{x})_{2} alloys as a
function of x with 0\leq x\leq 0.3. Our density-functional-based approach uses
coherent-potential approximation to describe the effects of disorder,
Gaspari-Gyorffy formalism to estimate the electron-phonon matrix elements and
Allen-Dynes equation to calculate T_c in these alloys. We find that the changes
in the electronic structure of Mg(B_{1-x}C_{x})_{2} alloys, especially near the
Fermi energy E_F, come mainly from the outward movement of E_F with increasing
x, and the effects of disorder in the B plane are small. In particular, our
results show a sharp decline in both B and C p_{x(y)} states for 0.2\leq x\leq
0.3. Our calculated variation in T_{c} of Mg(B_{1-x}C_{x})_{2} alloys is in
qualitative agreement with the experiments.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 17:04:41 GMT""}]","2009-11-10"
"cond-mat/0304437","Prabhakar P. Singh","P. Jiji Thomas Joseph and Prabhakar P. Singh","Theoretical Study of Electronic Structure and Superconductivity in
  Nb_(1-x)B_2 Alloys","10 pages, 4 figures","Physica C 391, 125 (2003)","10.1016/S0921-4534(03)01091-8",,"cond-mat.supr-con cond-mat.mtrl-sci",,"  Using the Korringa-Kohn-Rostoker coherent-potential approximation in the
atomic-sphere approximation (KKR-ASA CPA) we have studied the changes in the
electronic structure and the superconducting transition temperature T_{c} in
Nb_{1-x}B_{2} alloys as a function of x. We find that the variation in the
electronic structure of Nb_{1-x}B_{2} alloys as a function of x is consistent
with the rigid-band model. However, the variation of T_{c}, obtained using the
Allen-Dynes equation within the Gaspari-Gyorffy formalism to estimate the
electron-phonon matrix elements, does not follow the expected trend. We
associate this disagreement to the use of a constant \omega_{rms} in the
Allen-Dynes equation over the whole range of vacancy concentration, thereby
indicating the importance of lattice dynamical effects in these systems.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 17:15:02 GMT""}]","2009-11-10"
"cond-mat/0304438","Tommaso Roscilde","Alessandro Cuccoli, Tommaso Roscilde, Ruggero Vaia, Paola Verrucchi","Detection of XY behaviour in weakly anisotropic quantum antiferromagnets
  on the square lattice","4 pages, 4 figures; Physical Review Letters (in press)","Phys. Rev. Lett. 90 167205 (2003)","10.1103/PhysRevLett.90.167205",,"cond-mat.stat-mech cond-mat.str-el",,"  We consider the Heisenberg antiferromagnet on the square lattice with S=1/2
and very weak easy-plane exchange anisotropy; by means of the quantum Monte
Carlo method, based on the continuous-time loop algorithm, we find that the
thermodynamics of the model is highly sensitive to the presence of tiny
anisotropies and is characterized by a crossover between isotropic and planar
behaviour. We discuss the mechanism underlying the crossover phenomenon and
show that it occurs at a temperature which is characteristic of the model. The
expected Berezinskii-Kosterlitz-Thouless transition is observed below the
crossover: a finite range of temperatures consequently opens for experimental
detection of non-critical 2D XY behaviour. Direct comparison is made with
uniform susceptibility data relative to the S=1/2 layered antiferromagnet
Sr2CuO2Cl2.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 18:34:47 GMT""}]","2007-05-23"
"cond-mat/0304439","Gerrit E. W. Bauer","Gerrit E.W. Bauer, Yaroslav Tserkovnyak, Daniel Huertas-Hernando, and
  Arne Brataas","From Digital to Analogue Magnetoelectronics: Theory of Transport in
  Non-Collinear Magnetic Nanostructures","To be published in ""Advance in Solid State Physics"", edited by B.
  Kramer, Springer Verlag, Berlin, 2003",,"10.1007/978-3-540-44838-9_27",,"cond-mat.mes-hall",,"  Magnetoelectronics is mainly digital, i.e. governed by up and down
magnetizations. In contrast, analogue magnetoelectronics makes use of phenomena
occuring for non-collinear magnetization configurations. Here we review
theories which have recently been applied to the transport in non-collinear
magnetic nanostructures in two and multiterminal structures, viz. random matrix
and circuit theory. Both are not valid for highly transparent systems in a
resistive environment like perpendicular metallic spin valves. The solution to
this problem is a renormalization of the conventional and spin-mixing
conductance parameters.
","[{""version"":""v1"",""created"":""Fri, 18 Apr 2003 19:12:05 GMT""}]","2015-06-24"
